text,label
【签林书豪火箭意图明显　双塔梦想有望实现】于是球迷肯定会有这样一个问题，为何火箭不干脆去追逐易建联呢？还要舍近求远去追林书豪，他们多此一举。理由是什么呢？  http:url.cn/0JJm4w$LOTOzf$,sports
热队又成匹克主队了上周我才在和热火合作的协议签字，今天巴蒂尔又来了虎扑篮球：巴蒂尔决定加入热火助阵三巨头。就在几分钟之前，自由球员肖恩巴蒂尔()在个人推特上宣布自己将在新赛季加入迈阿密热火队。详情：:6转发(2700)评论(304)12月8日22:53来自新浪微博标签：$LOTOzf$,sports
蜂蜜柠檬水减肥法每天早上起来，第一件事，就是空腹喝一杯蜂蜜柠檬水。柠檬可以清热减肥，美白皮肤。蜂蜜对女人的作用更不用说了。只要3天就见效了，没有任何副作用。注意：水要是冷的，不要热的，也不要温的。因为蜂蜜要冷喝才是润肠；十分钟以后再吃东西。$LOTOzf$,woman
【秋冬款品牌羽绒服背心女式中老年中年女士妈妈装马甲保暖女款大码】衣服很好穿上很舒服 http:url.cn/1cJdIL$LOTOzf$,woman
2011好书推荐诛仙$LOTOzf$,literature
2011好书推荐《穷爸爸、富爸爸》$LOTOzf$,literature
2011好书推荐最近在看《我们台湾这些年》$LOTOzf$,literature
" ||美容小秘书: 一分钟美白法之甜酒酿美白小面膜$LOTOzf$美容化妆很简单:【一分钟美白法之甜酒酿美白小面膜】原料：甜酒酿、压缩面膜；做法：甜酒酿倒在一个乾净的容器里，连米也一起倒出来。把米压碎一点，然後就可以把面膜纸放进容器里吸足够量的酒酿，敷八到十分钟就可 以了。 然後一样清水洗一下脸,，正常护肤程式即可。喜欢请收听美容化妆很简单",woman
今日课程孕期健身操（球操）强健身体和端正体态，加强身体的协调能力和配合能力。适用于身体状态不合适进行孕期瑜伽锻炼的准妈妈。形式：主要为徒手操和球操的有效结合，徒手操：不需要任何器械就可以，球操：借助瑜伽球完成一些特殊体位的练习:$LOTOzf$,woman
" 唉 || 财新网: 25日下午，俄罗斯伊尔库茨克州少年迪纳摩足球队又与北京小学比赛冠军球队南湖东园小学越野队交手。在这场历时70分钟的比赛中，东园队最终3:7负于对手（网易体育）$LOTOzf$      财新网:财新图片 【中俄小学生足球赛 中方0-15败北】10月24日，北京地坛小学足球队与俄罗斯伊尔库茨克州少年迪纳摩足球队踢了一场时长40分钟的友谊比赛，结果中国0-15被俄罗斯击败。据地坛小学杨校长介绍，俄罗斯的小球员均为""00后""，而地坛小学队员是三、四年和五、六年级的混编球队 http:url.cn/07GoOt",sports
10月16日，来长沙新东方报名国际冬令营也有优惠哦新东方国际游学：南昌新东方国际游学：2012新东方国际冬令营美国专场说明会南昌站，2011年10月16日上午9:30，象山北路149号新东方大厦三楼301教室，新东方名师、美国金牌领队李舒祺老师深情分享美国游学之旅，敬请期待。晴天：2012国际冬令营美国游学专场说明会来了想与新东方名师，美国金牌领队亲密接触吗？想深刻感受美国游学吗？10月16号上午9：3011：30象山一区301教室，我们在这等候你原文转发原文评论,campus
发表了博文《长春的广场（三）》老曹这档《流年碎影》节目曾经播出过长春著名摄影家访谈录节目，也播放过预告片，在预告片中，大家看到了许多老摄影家。可是这个节目并没有像大家期望的那样连续地播出，这:55标签：$LOTOzf$,literature
 期待NBA，期待小牛继续卫冕。太高兴了~$LOTOzf$腾讯NBA:NBA停摆结束，NBA又回来了，我爱火爆的球场，我爱篮球的魅力，我是NBA球迷！快来关注“NBA活动”吧~  2011年12月28日前，在NBA发表看法及所支持球队，即可获得勋章。  ,sports
《首席银行家》前三期赠阅活动现已结束，2012年优惠征订计划火热进行中尊敬的读者：岁末将至，前三期《首席银行家》的赠阅活动现已结束。感谢您一直以来的支持和信赖。第四期《首席银行家》伴随着新年的脚步即将来到你的案头。细心的您，肯定发现无论是形式还是内容，一期比一期精彩。标签：$LOTOzf$,literature
转发微博。高尔夫：节目预告本周四，12月8日至11日，我们将为球友们直播迪拜高尔夫世界锦标赛，直播时间为每天16点至21点。欢迎收看直播链接明天发给大家啊转发(6)评论(5)12月7日23:15来自客户端标签：,sports
今晚辽宁男篮将在主场迎战吉林队。八轮比赛过后，辽宁仅以4胜4负的成绩排名积分榜第十位，这与上赛季前八轮所取得的成绩一样。但相比今年大手笔的投入，这样的成绩很难让人满意。本轮面对实力稍逊于自己的吉林队，取胜是必须完成的任务。但竞技比赛世事难料，今日话题：辽宁男篮能否赢得东北德比。标签：$LOTOzf$,sports
斯科特荣获澳大利亚最佳球手奖，世锦赛的胜利成为重要砝码。颁奖者对其评价是：2011年是斯科特迈出最大步伐的一年，他的前景将无可限量。精彩内容，不可错过。尽在23:30《天天高尔夫》，敬请关注。标签：$LOTOzf$,sports
12月15日上午，体坛风云人物初评结果将揭晓，10个奖项的50个提名奖候选人将产生，同时将在揭晓仪式上公布颁奖盛典有关细节。,sports
201112月合刊标签：$LOTOzf$,literature
转发微博杭州绿城：12月15日上午，经过多轮艰苦谈判，杭州绿城足球俱乐部与冈田武史先生终于就执教事宜达成一致，双方在绿城俱乐部正式签约。冈田武史先生出任绿城队主教练，将率队征战2012赛季中超联赛。转发(500)评论(215)今天12:02来自新浪微博标签：$LOTOzf$,sports
中国式性感，破镜而出春光映画:男人装春光邢秦源赵芸萱张雪雪小猫春光映画：谁能成为中国式性感代言人，启程星途？谁将登上《男人装》装女郎特刊封面？谁将踏上装女郎年度盛典红毯，成为媒体宠儿？中国式性感代言人第1轮评选进行中，请即轻动手指，选出你心中的冠军转发(103)评论(23)12月3日15:02来自360安全平台,literature
2011好书推荐《怪诞行为学》$LOTOzf$,literature
送给十二星座的一封信射手座射手谈恋爱时容易胡思乱想不能忍受被忽略的感觉一点点也不能另一半不理就会自己胡思乱想一堆钻进死胡同后出不来。然后另一半一个电话又瓦解了所有了胡思乱想。想要控制却又下不了决心。表面坚强内心软弱想要占有却又怕太过火不停地自信与自卑交杂。,woman
【 《昨天下午在湖北省恩施市第一中学女寝室内发生一件怪事，所有人都不敢相信自己的眼睛，各国专家都到现场都无法解释…… （3页）》 】http:url.cn/1MdGuC$LOTOzf$,campus
欧冠 曼彻斯特双雄无缘欧冠16强，使我想起了10年前，“小世界杯”末期的意甲。意甲沦陷前，就因为内战太激烈，七豪强在内战里消耗太多精力，导致球队出征欧冠时后继乏力，所以战绩低迷，进而引发连锁反应。如今世界第一联赛正一步步按当年意甲的路在走。英超是否开始下滑？但愿我多虑了吧cc国际足球$LOTOzf$,sports
山东省昌乐二中除了把课堂的主导权给了学生，还开发了一些校本课程，让学生们在体验中得到知识的灌溉，能力的提升，友谊的巩固，其中有一个就是体育美食节，孩子们自己动手做菜，自己销售，校园内到处弥漫着菜香，一片人山人海的景象。$LOTOzf$,campus
米女疯抢的宝贝还真是不少呢，非常感谢米女的支持哟。期待收到宝贝后的晒图哟小雯：膜法世家，今天购疯了，面膜四瓶，樱桃、草莓、酒糟、金沙，蜜汁四瓶，西柚、绿豆、蓝莓、篮玉米，眼霜一瓶，面霜一瓶。到货上图哦原文转发原文评论,woman
支持国羽，最隹团队非他们莫属，大家一起顶。邹晔茶福:人群中的小鱼儿好莫名姐:都好几年候选了吧，希望这次能够荣登殿堂。也该轮到羽毛球队了，再不是，不看啦，呵呵。鲍春来:这只队伍没有问题的安踏体坛风云人物：“2011安踏体坛风云人物年度评选”体坛最佳团队奖候选：中国羽毛球队2011年苏迪曼杯羽毛球团体锦标赛冠军转发(360)评论(76)12月11日21:03来自新浪微博标签：$LOTOzf$,sports
面膜不宜天天使用否过多使用面膜，会使尚未成熟的皮肤角质失去抵御外来侵害的能力，从而导致皮肤敏感、长出暗疮；若想达到最佳效果，就应按照面膜上标明的使用周期来使用；当然，在气候特别干燥的季节可以适当多用补水面膜，而在外出旅行或在户外工作时可常用具有修复或美白功能的面膜；京城皮肤病医院：怎么延长面膜的功效越往冬天走，皮肤越发干燥；许多同学会选择敷面膜的方法来解决；但面膜的使用频率要依照面膜的机能性来衡量，不可过多使用，且敷完面膜之后，一定要再擦上具有保湿锁水效果的乳液或面霜，这样才能将面膜成分长时间留在皮肤中，发挥良好的保养成效；原文转发原文评论,woman
《上海国土资源》2011年第32卷，全年总目次标准引用版，请浏览本刊科学网博客：:49欢迎引用。标签：,literature
非常感谢东北财大财税学院的贺蕊莉教授帮我查得1954年首次出版的《新华字典》和1961年出版的《辞海（试用本）》！哪位朋友有1965年中华书局辞海编辑所出版（内部发行）的《辞海（未定稿）》，求助，多谢！$LOTOzf$,literature
"狠心女子杀夫又抛尸,远胜潘金莲。因与丈夫长期感情不和，竟与情夫合伙将丈夫杀死并抛尸。近日，公安机关将李某、王某以涉嫌故意杀人罪依法移送淮安市洪泽县检察院审查逮捕。http:url.cn/3j1151$LOTOzf$",sports
体坛风云人物今天到场的年度体坛特别贡献提名奖获奖人中，北京理工大学足球队主教练金志扬教授到场。$LOTOzf$,sports
《隐蔽者》样书！当初就是为电视剧而写，只是更需要一个扎实的故事，就先写小说再改剧本！小说的审查上来就告诉我要四审（一般是三审），因为你写的是一个双面间谍还有延安整风等敏感在里头，反而剧本电视剧的审查倒是顺顺当当的！自己认为这是写了一个革命者在国、共两大政党缝隙里成长过程的小说！$LOTOzf$,literature
转发微博。射手座网：射手是孤独的，从来不喜欢和别人抢东西，希望在身边的人都是心甘情愿的留下来。人来人往中，要射手对一个人上心不容易，初接触射手的人都被他那种不冷不热的态度吓走了。但真正走进射手心里的人，就会发现射手对人好起来是没有底线的。那些错过射手的人，损失哦。:转发(209)评论(19)12月11日13:00来自皮皮时光机,woman
齐达内：“和他一起在场上，我是观众。”卡纳瓦罗：“在他进球之前，我一直都还做得不错。”巴乔：“他死过很多次，可他依然活着。”小罗：“我和他没有可比性，他一直是我的偶像。”贝肯鲍尔：“防守他是不可能的。”卡福：“很明显，他就是足球。”$LOTOzf$,sports
中国足球0:1我们确实踢不过人家，整体实力有差距啊，谁能拯救中国足球.....$LOTOzf$,sports
回复 bayern523:在中超中甲不算亚洲外援，但打亚冠亚足联杯的比赛时算亚洲外援，跟当年的吴伟超一个性质。另外，感谢网友更正，深圳是中甲不是中超，致歉 bayern523:也算亚洲外援么				 足球报官方微博：他能说一口流利的西班牙文，但中文说得一般。他曾兼职模特，为ZARA、Gstar做模特，他被戏称为模特里踢球踢得最好的，有消息说指萨拉曼卡市长女儿曾追他，他被成为宝岛C罗，他就是周子轩。现在正在深圳红钻试训的他，有望成为第一个在中超踢球的台湾地区球员。http:t.cn/Scvffk http:t.cn/Sc2lQn原文转发|原文评论 $LOTOzf$,sports
伽美美丽微课堂除皱的方法有很多，激光除皱手术就是其中的一种，激光除皱手术正是针对皱纹产生的原因而研制的一种治疗方法，激光除皱的作用原理是，通过激光扫描，激光的热效应使胶原蛋白再生，新的胶原蛋白有序排列，数量增多，从而增加皮肤的弹性，使皱纹减少或消失，恢复皮肤往日的神采。$LOTOzf$,woman
李鹏之女上榜全球商界女性50强。综合媒体11月16日报道，“英国《金融时报》2011年全球商界女性50强”榜单正式揭开面纱。中国前总理李鹏之女、中国电力投资集团公司副总经理兼中国电力国际有限公司董事长李小琳排名第21。$LOTOzf$,woman
最佳射手穆里奇，姜宁代表穆里奇领奖，容志行颁奖,sports
今天在釜山下场，好久没打球了，99杆标签：,sports
转发微博诗人于洛生：一口气看完阿瑟克拉克的科幻小说《拉玛二号》，还沉浸在那座外星人的宇航城市，没有走出来，周围是巨大的圆柱状穹顶，六条条状的拉玛太阳，以及各种几何形状的建筑。对话和情节非常精彩，作者已经写得非常好了，但我觉得，它还没有充分表达宇宙的神秘与无限可能性，我将在《银河》系列科幻中发起挑战。转发(14)评论(6)12月8日22:35来自新浪微博标签：$LOTOzf$,literature
转发微博艺考咨询与培训：2012年山西广播电视编导艺考时间及考点安排原文转发原文评论$LOTOzf$,campus
【真实】编辑赠送来新书《裸演说》，书中这句“表达真实的自己比什么都重要”--铃木俊隆   ，真实越发珍贵$LOTOzf$,literature
转发微博北京电影学院：本科招生北京电影学院2012年本科招生简章:简章纸质版以及修订的本科招生《专业介绍与考试指南》已印制完成，即日起办理售购（见附件2）。请考生注意：我院2012年本科招生专业考试各专业方向均采取网上报名加现场确认的方式。请考生认真研读简章，照要求在网上认真填写报名信息转发(49)评论(34)12月13日11:44来自新浪微博标签：$LOTOzf$,campus
上海交大新生杯篮球赛上，经管学院男子篮球队凭借2011级新生姚明同学的神勇发挥以场均净胜对手85.5分的巨大优势轻松夺冠。姚明同学也以场均82.5分、45.6次封盖的表现获得赛事MP。$LOTOzf$,sports
除皱的效果祛鱼尾纹，是通过生物制剂的注射阻断皱纹肌肤神经，与肌肉间的神经信号传递，收缩的肌肉松弛，进而使动态性皱纹消失，达到平皱的目的。祛除鱼尾纹治疗后的眼部肌肉，可保持平滑且不会形成皱纹，因此不会影响正常的眼部表情。:6$LOTOzf$,woman
《为什么是周鸿祎》、《Bada边缘化宿命》、《三菱中国加速复活》、《解密“国家煤库”》、《铁矿石谈判停摆之后》、《TCL：没有把握的屏战》、《专访克拉玛依市市长陈新发》、《王健仪：王老吉传人“挺红”》、《万隆：致命时刻》、《董长征：闯进丰田高层》——经信杂志第7期http:url.cn/27DNh1$LOTOzf$,literature
转发微博				 国际在线新闻：【网曝河南塔沟武校教练当众暴打学生】网友报料，河南某知名武校有教练持棍打学生。网友公布的照片显示，3名学生被当众殴打。涉事学生的背后、臀部、大腿等部位被棍棒打得淤紫发青，甚至皮破血流。网友纷纷指涉事学校是登封市塔沟武校。http:t.cn/StF1dT原文转发|原文评论 $LOTOzf$,campus
阿森纳5比3吃掉了切尔西，曼联8比2猎食阿森纳、曼城6比1煮了曼联，蓝军完成最后串联，21吃掉曼城，这个食物链还不错诶体育：英超赛事联播第15轮精彩十佳球依然范佩西世界波鲁尼凌空扫射更多精彩尽在体育:6转发(19)评论(5)12月13日11:17来自新浪微博标签：$LOTOzf$,sports
楚天体育大话国足卡马乔并没有表现出过人之处，如果国足非要定调为西班牙风格，必须换主教练。$LOTOzf$,sports
今天上午10：30开始在体育场东门陕西宝荣浐灞足球俱乐部官方售票亭销售中超联赛第30轮陕西人和同青岛中能比赛球票。比赛时间为11月2号（周三）15:30。,sports
你喜欢圆脸还是瓜子脸呢？时尚瘦身：瓜子脸已经，圆脸才是王道1、圆脸是福相脸，家里的老人最喜欢。2、穿衣服很可爱。3、男人最爱的旺夫脸。4、胖点皮肤才有光泽。5、有亲切感男人喜欢。6、娃娃脸显年轻。圆圆脸的转起原文转发原文评论$LOTOzf$,woman
2012年春运学生票集中办理工作将于明天起进行，北京各大专院校可通过12306网站集中提交学生票订单。与往年不同的还有，学生票全部实行实名制。同时，记者从铁道部获悉，龙年春运时间为2012年1月8日到2月... http:url.cn/4Z6SuE  (分享自 腾讯新闻 )$LOTOzf$,campus
【必学！简单瘦腿方法】这三个瘦腿法，被台湾知名网站收录，竟6次登上该网站首页作为推荐图文，备受追捧。详情：http:url.cn/1Ecb4B$LOTOzf$,woman
《俪人闺房》2012年1期，即将上市，敬请关注！！！        $LOTOzf$,literature
《北方药学》月刊，现征2012年2期稿件，预计1月15日截稿，欢迎来稿，电子邮箱：163，一个星期未见回复，来电咨询。中国知网、万方数据库、维普资讯均可全文搜索。标签：$LOTOzf$,literature
《艺周刊李广明专刊》即将出版，敬请期待,literature
 昨天晚上说的这个消息，保罗交易第二次喊停！难道大卫真的想留住保罗在黄蜂，2012赛季将黄蜂找个好东家，解除联盟托管的局面？？$LOTOzf$      SEO-杨廉琨:保罗去快船，但我断言，2013夏天保罗会出现在湖人的训练营。大卫阻止湖人与黄蜂交易，由于压力他不得不松口让保罗离开，总不能去湖人吧？所以选择洛杉矶另一球场，而保罗的合同是2013年夏天可跳出合同成自由人，到2013年保罗第一选定是湖人，到时同城交易联盟不能干涉！这更解释湖人为何会送走奥多姆！,sports
天天看穿越小说，看的马桶都像穿越的洞。$LOTOzf$,literature
体坛风云人物今天到场的年度体坛特别贡献提名奖获奖人中，北京理工大学足球队主教练金志扬教授到场。				$LOTOzf$,sports
想买女人的围巾送给母亲(圣诞节礼物)。线上还是在深圳哪里买好货？Christmas$LOTOzf$,woman
互动小百科：中国明星队助阵大五联赛  11月13日，“2011-2012特步中国大学生五人制足球联赛”开…… http:url.cn/28WDtz$LOTOzf$,sports
“西安，我的神啊”，新书发布会，活着的时尚古都。西安市雁塔区 - 地图展示$LOTOzf$,literature
 || 国际足球: 梅西 在球场上的表现证明这个奖项完全是实至名归。CC腾讯体育$LOTOzf$      梅西:Anoche me entregaron el premio mas importante que da el deporte argentino. El Olimpia de Oro. Gracias a todos./昨晚，人们将阿根廷体育界最重要的奖项——奥林匹亚金奖——颁给了我。感谢所有人 [译],sports
活力梦琪:江铠同微博:伊丽莎白：中关村购物中心偶遇自然堂美女江铠同微博自然堂刘转发(88)评论(30)12月10日17:51来自客户端标签：$LOTOzf$,woman
科比260秒3分秀吓傻三分王 86投67中状态极佳  http:url.cn/2qPbmq  (分享自 腾讯体育 )$LOTOzf$,sports
《球迷》报立足全国，放眼世界，报道翔实、准确、客观、公正，具有权威性。《球迷》报利用各种手段，以最快速度，翔实地报道和评价国内外重大赛事战况，报道球星、名将、教练员的训练、生活帮助球迷开阔眼界，丰富球迷生活，振奋民族精神。标签：$LOTOzf$,sports
 || 瘦身小秘书:大腿内侧减肥动作，很适合睡前做哦~~~$LOTOzf$      瘦身小秘书:【大腿内侧减肥动作】1.双腿的脚踝部夹住枕头、挤压。俯卧在床上，用手腕支撑下颚，双腿的脚踝夹住枕头，合力向内侧挤压。2.弯曲双膝、挤压，此一动作要领为用力挤压枕头，做15次为一组动作，共做1－3组。>>>苦于瘦身，立刻收听瘦身小秘书,woman
【多芬极致丝滑芬芳身体润肤乳】含多种尊贵浓厚乳液滋润精华成分，使用后肌肤就像天鹅绒一般柔嫩丝滑，光泽有弹性！配合柔美优雅的芳香香型，使您沐浴后轻松愉悦，散发阵阵迷人香味！http:url.cn/4RyhCy$LOTOzf$,woman
姚明，一代中国篮球的领军人物正式退役，祝福他吧$LOTOzf$,sports
今天WCG各大项目捷报频传，特别是魔兽，CF还有LOL非常有夺冠潜力。中国队这次有机会冲击WCG国家杯了，如果今年拿下国家杯，明年WCG世界总决赛在中国办，我们中国队要开始守护国家杯。$LOTOzf$,sports
2011好书推荐有关于工作实战类的书籍多一点，闲暇时间读南派三叔 的《盗墓笔记》、朱金泰的《赶尸笔记》。$LOTOzf$,literature
今晚19：30《天下足球》直播互动话题：2012欧洲杯，谁能进入八强。组(波兰、希腊、俄罗斯、捷克)；组(荷兰、丹麦、德国、葡萄牙)；组(西班牙、意大利、爱尔兰、克罗地亚)；组(乌克兰、瑞典、法国、英格兰)。欢迎积极留言，我们将选择您的精彩留言与全国观众分享。标签：$LOTOzf$,sports
今天的《冠军欧洲》是在中午12：30播出哦冠军欧洲：《冠军欧洲》本期精彩内容：小组赛大幕落下，16强席位尘埃落定，巴塞尔再次扮演英超杀手，红魔客场爆冷，曼彻斯特双雄双双出局；中央陆军客场绝杀晋级；曼城获胜无力回天，皇马全胜晋级，里昂上演萨格勒布疯狂夜，戈米大四喜奉送球队晋级，本期特别企划：16强出线之路、小组赛20大精彩进球。转发(57)评论(12)12月8日10:46来自新浪微博标签：,sports
2011好书推荐茅侃侃 非他的书不可了~$LOTOzf$,literature
曼联2200万突袭赫迪拉 皇马卖他谁保驾阿隆索  http:url.cn/086c5h  (分享自 腾讯体育 )$LOTOzf$,sports
向滕泰提问谢谢大家今天如此热烈的访谈，通胀与我们每个人的生活息息相关，希望大家关注我的新书《滕泰透视通胀》（当当链接http:url.cn/2LcQ9h ）彻底告别非理性的通胀恐惧，让政策不再放大经济的颠簸，祝愿投资者早日走出熊市的煎熬。$LOTOzf$,literature
注射除皱针时会疼吗？其他产品注射会产生难以忍受的疼痛，除皱针中含有微量的利多卡因以减轻注射过程中的疼痛，注射过程只有非常轻微的疼痛感。另外，除皱针的胶原蛋白具有帮助凝血作用，极少产生淤血现象。一般注射后就可以出门。其他产品容易产生淤斑，而且时间较长。让人难以接受。,woman
内马尔向瓜帅表示自己想为巴萨(微博 巴塞罗那足球俱乐部听众：274681人  收听已收听最新消息 2011年12月18日 23:10巴塞罗那足球俱乐部历史性的第二次夺得$LOTOzf$,sports
12月11日，亚洲新派美肤专家田鹏飞主任高科美肤讲坛第二季在安徽韩美整形外科医院正式启动，届时将解析女性常见的各种色素性皮肤问题及冬季皮肤养护注意事项，并现场展示全球顶尖光学美肤设备的震撼实力，帮助爱美女性实现拥有无暇美肌的梦想。互听大队整形美容$LOTOzf$,woman
转发微博幻剑书盟官方微博：悬疑小说《谋杀似水年华》你看了么？与作家面对面的机会别错过，如果感兴趣，就告诉大家吧。，只要进入:，点击：我感兴趣，瞬间找到志同道合的朋友不要犹豫啦，若你爱，请说出蔡骏本周五12：30张家港大学城等着你转发(29)评论(10)12月7日20:20来自新浪微博标签：$LOTOzf$,literature
18年来，球迷报与中国体育，与中国足球风雨同舟，荣辱与共，在中国体育和中国足球的历次重大事件中发挥重要作用。球迷报也因其报道客观、内容真实丰富、贴近球迷，在国内有着非常广泛的影响力，在读者中有着很好的声誉。,literature
精彩节目推荐聊斋夜话畅谈中国足球$LOTOzf$  福州明珠网：福州网络电视台 12月25日 《聊斋夜话》：中国足坛昔日黑幕 世界上最受欢迎的运动是什么？足球；世界上最糟糕的运动又是什么？中国足球。中国足坛打假反赌轰轰烈烈，昔日足坛大佬纷纷出庭受审。今晚十点，福州一套，与您聊聊中国足坛昔日黑幕，各种雷人搞笑滑层出不穷，不可错过。http:t.cn/SMzcCT    转发(1)|评论12月26日 15:28 来自新浪微博            ,sports
 皇马已经够强，可是，为神马一遇到巴萨就会输，为神马啊为神马！！  $LOTOzf$      滨岩:穆里尼奥：不喜欢第一个进球，那是一个不小心进球，不是技术进球，球队接下来就有些木讷了。,sports
用心用情给力校园足球，让我们一起行动起来！足球报专题报道校园足球：http:url.cn/2GwAw   /蒋万鹏 中国校园足球官网 曾丹 朱蓓倩 刘盼盼$LOTOzf$,sports
丽颜自制柠檬蜂蜜水美白养颜：1、柠檬切成薄片，以一层柠檬一层蜂蜜的方式放入罐子或密封瓶中。2、拧紧瓶盖，放入冰箱中冷藏5-7天。每天早上或下午3、4点皮肤缺水的时候饮用最好，祛斑美白、排除毒素、还可防辐射哦~$LOTOzf$,woman
陈思进撰写的《金融让谁富有》一书去年由中信出版社出版，据说该书揭开了华尔街金融机器掠夺全球财富的真实面目，而我更关心的是：中国金融让谁富有？$LOTOzf$,literature
热烈庆祝第二届“北医杯”乒乓球赛预赛圆满结束！健儿们好好休息，共同期待9月23号的决赛吧！				$LOTOzf$,sports
上海新闻出版局反馈《上海国土资源》编校质量检查结果，本刊受检的2011年第1期，差错率为万分之12。终评结果待日后正式公布。标签：,literature
本期足球之夜，为你详细梳理陕西人和队南迁贵州的前因后果、呈现西安球迷挽留球队的感人场景，为你播出冠军教练李章洙的铁面与柔情、展示他带领广州恒大2011赛季的冠军征程。请登录：:1收看$LOTOzf$,sports
本期足球之夜将于18：35与大家见面。本期有奖互动问答题：大连队最近一次获得中国顶级联赛冠军是在：1、2005赛季；2、2006赛季。欢迎大家通过手机短信与节目互动，有机会获得精品足球奖品。$LOTOzf$,sports
我问邓华德我想问下您，对于哈达迪您赛前准备了几套战术来对付这个家伙。谁会主要承担起防守哈达迪的重任呢，是苏伟还是易建联？$LOTOzf$,sports
风云足球本周末直播预告：16日18：4520112012赛季欧冠16强抽强仪式17日17：30五人制甲级联赛第10轮浙江黄龙三大湖大武汉地龙22：30弗赖堡多特蒙德18日05：00塞维利亚皇家马德里22：30凯泽斯劳滕汉诺威9619日00：30门兴格拉德巴赫美因茨标签：$LOTOzf$,sports
西班牙似乎不适合打传中，先天缺陷，老老实实打短传渗透吧$LOTOzf$,sports
转发微博上海发布：上海国际马拉松赛周日开跑，大家留心沿途临时交通管制上海新闻上海国际马拉松赛明早（周日）7:30在外滩起跑，经南浦大桥，直奔东方体育中心。由于涉及范围较广，多条道路临时交通管制，不少公交线路也会调整。具体信息详见附图和链接。五星体育7：15起也会直播:4转发(408)评论(69)12月3日16:38来自新浪微博专业版标签：$LOTOzf$,sports
五大瘦臀法宝1、爬楼梯：紧实臀部；2、推墙：双腿并拢，双手撑墙，腿打直，臀部先向外伸，再朝墙靠；3、立姿蹲举：臀部往下蹲，使大腿与小腿成90度，再站直；4、前后步蹲举：两脚成前后步，下蹲，大小腿成90度；5、金鸡独立：一脚站直，另一脚在空中向后伸展。$LOTOzf$,woman
为了进一步了解我国长江淡水豚的生存环境和现状，提高大学生保护淡水豚的意识，12月9日上午，我校青年志愿者协会组织了近二十名志愿者并在校团委郭超老师的带领下参观了铜陵淡水豚国家级自然保护区。上午9时左右，志愿者们到达了铜陵淡水豚国家级自然保护区，在科研室:5标签：$LOTOzf$,campus
3月25日，大学生科技创新基地揭牌仪式在地质过程与矿产资源国家重点实验室举行。校长张锦高、校党委副书记傅安洲及有关职能部门负责人参加了揭牌仪式。大学生科技创新基地的挂牌为允许和鼓励具有创新潜质的本科生及早进入教师课题、进入实验室提供了更好的成长平台。				$LOTOzf$,campus
巴黎欧莱雅清润保湿礼袋三件套装，58折全国包邮拉手网女性时尚频道：今日推荐品牌授权，专柜正品巴黎欧莱雅清润保湿礼袋三件套装，58折全国包邮:7原文转发原文评论$LOTOzf$,woman
腾讯读书:政治与历史夹缝中的人性悲歌】严歌苓 因其对中国二十世纪历史的精到把握而直接触摸到历史的最底层最细处，进而用最大胆的笔触，直逼了人类精神的灰色地带，用最温情的回眸，抚摸了岁月带给爱情的伤痕。她的作品被称为“近年来艺术性最讲究的作品”——姬小琴        $LOTOzf$,literature
北京时间12月27日，来自《马卡报》的消息称，一但穆里尼奥离开皇马(微博 数据) ，银河战舰将力邀现任德国国家队主帅勒夫接过教鞭。 http:url.cn/0QGcKh  (分享自 腾讯体育 )$LOTOzf$,sports
我还没有学会游泳。。。$LOTOzf$,sports
罗，你丫难道是赌球了。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。。皇马新闻：64罗错过全场第二个好机会，头球点偏转发(76)评论(63)12月11日06:23来自新浪微博标签：,sports
93焦点【温州再现“黑校车”】近日，温州柳市交警中队查获2辆超载学生接送车：【浙CEY041】核载19人，却坐了45名学生，属于严重超载。【浙CE6586】核载19人，却坐了33名学生。这两辆校车分别属于柳市民工子弟学校和柳市前进希望小学两所学校。据悉，“民办学校”、“黑校”无证校车普遍超载。$LOTOzf$,campus
彭焱焱:其实中国球员要成长必须要尽快成为真正巡回赛的球员。而且要避免一切以奥运为主，高尔夫球毕竟是一个职业体育项目。世界高尔夫：分享图片高尔夫世界杯梁文冲张新军，一个经过多年努力，逐渐完善了个人团队彭焱焱；一个背靠国家队支持，快速成长；哪个更有利于球员的长远发展呢？如果张新军这么迅猛地打下去，该和国家队谈谈“涨工资”了吧转发(25)评论(14)11月27日16:13来自新浪微博,sports
404期封面夏娜&露易丝，海报《罪恶皇冠》。特别企划：欢迎收看HERO T ——超级英雄豪华特辑。红人馆：只属于紫苑和老鼠的现代童话——《N0.6》你所不知道的儿童文学。$LOTOzf$,literature
【北京一师附小启用新能源校舍】昨日（8月29日）上午，北京一师附小的孩子们返校，走进刚刚完工的新校舍来熟悉校园。孩子们惊喜地发现，新校舍不仅面积比旧校舍增加了一倍多，还使用了很多环保设施。http:url.cn/4k3K3$LOTOzf$,campus
[明年北化工招72名艺术生]北京化工大学介绍，该校2012年舞蹈、声乐等5类项目计划招收72名艺术特长生。该校明年招收的艺术特长生项目包括舞蹈、声乐、器乐、书法和绘画等5类。符合条件的考生要在12月21日前登录学校本科招生网的艺术特长生招生报名系统报名。http:t.cn/Stwjf				$LOTOzf$,campus
